RESPOND_ID,EXAMIN_BEGIN_DE,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,ANSWRR_OC_AREA_NM,HSHLD_INCOME_DGREE_NM,LSR_TIME_USE_PURPS_RN1_VALUE,LSR_TIME_USE_PURPS_RN2_VALUE
53345619,20230531,M,50대,경기도,500이상700만원 미만,자기만족-즐거움을 위해,대인 관계-교제를 위해
53345737,20230531,F,20대,경상남도,300이상500만원 미만,마음의 안정-휴식을 위해,대인 관계-교제를 위해
53345894,20230531,F,50대,강원도,700만원 이상,기타,없음
53345910,20230531,F,30대,대구광역시,300만원 미만,마음의 안정-휴식을 위해,스트레스 해소를 위해
53346099,20230531,F,40대,충청북도,300만원 미만,마음의 안정-휴식을 위해,자기만족-즐거움을 위해
53346581,20230531,M,40대,경상남도,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,자기만족-즐거움을 위해
53346626,20230531,F,30대,경상남도,500이상700만원 미만,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해
53346646,20230531,M,30대,서울특별시,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,없음
53346674,20230531,F,20대,광주광역시,700만원 이상,대인 관계-교제를 위해,스트레스 해소를 위해
53346781,20230531,M,60대,경기도,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해
53346794,20230531,M,20대,경상남도,300만원 미만,자기만족-즐거움을 위해,스트레스 해소를 위해
53346876,20230531,F,20대,경상북도,700만원 이상,자기만족-즐거움을 위해,남는 시간을 보내기 위해
53346899,20230531,F,30대,경기도,300이상500만원 미만,건강 관리를 위해,마음의 안정-휴식을 위해
53346979,20230531,F,30대,충청남도,300만원 미만,자기 계발을 위해,대인 관계-교제를 위해
53347106,20230531,F,30대,서울특별시,무응답,자기만족-즐거움을 위해,가족-지인 등과 시간을 보내기 위해
53347202,20230531,M,40대,전라북도,300만원 미만,마음의 안정-휴식을 위해,대인 관계-교제를 위해
53347234,20230531,M,20대,충청남도,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,대인 관계-교제를 위해
53347320,20230531,F,40대,경기도,300이상500만원 미만,자기만족-즐거움을 위해,남는 시간을 보내기 위해
53347326,20230531,F,40대,충청북도,700만원 이상,대인 관계-교제를 위해,가족-지인 등과 시간을 보내기 위해
53347477,20230531,F,30대,대구광역시,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,자기만족-즐거움을 위해
53347623,20230531,M,40대,인천광역시,700만원 이상,스트레스 해소를 위해,마음의 안정-휴식을 위해
53347714,20230531,F,30대,광주광역시,300만원 미만,스트레스 해소를 위해,마음의 안정-휴식을 위해
53347722,20230531,M,30대,부산광역시,300이상500만원 미만,건강 관리를 위해,가족-지인 등과 시간을 보내기 위해
53347760,20230531,F,50대,경기도,300만원 미만,건강 관리를 위해,마음의 안정-휴식을 위해
53347805,20230531,M,20대,충청남도,300만원 미만,자기만족-즐거움을 위해,마음의 안정-휴식을 위해
